Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
Eureka Peak,"345, 90, 180",0,,0,,184.376,181.930,184.376,181.930,203.083,200.395
Table Bluff,"295, 45, 90",0,,0,,185.358,184.877,770.827,770.488,790.491,790.108
Newport-Inglewood (Offshore),"137, 90, 180",0,,0,,187.093,184.326,226.067,216.262,238.033,228.692
Carlsbad,"341, 37, 90",0,,0,,187.228,187.068,278.057,278.057,292.445,292.425
San Jacinto (Stepovers Combined),"139, 90, 180",0,,0,,187.428,181.146,187.428,181.146,203.799,198.015
Cleghorn Lake,"333, 90, 180",0,,0,,187.831,184.289,187.831,184.289,206.716,203.269
Joshua Tree (Seismicity),"181, 90, 180",0,,0,,192.457,186.516,192.457,186.516,211.254,205.138
West Tahoe,"350, 50, -90",0,,0,,192.525,192.473,370.040,370.019,389.572,389.517
Bear River fault zone,"300, 60, 90",0,,0,,192.958,192.432,744.969,744.458,764.562,763.998
San Jacinto (Anza) rev,"126, 90, 180",0,,0,,195.349,188.039,208.573,188.039,225.495,204.343
Big Lagoon - Bald Mtn 2011 CFM,"336, 35, 90",0,,0,,196.234,195.169,750.043,749.935,769.770,769.645
Oceanside alt1,"341, 23, 90",0,,0,,199.450,199.365,225.363,225.363,238.877,238.865
Trinidad (alt1),"328, 35, 90",0,,0,,200.602,199.541,755.988,755.910,775.718,775.622
Elsinore (Temecula) rev,"140, 90, 180",0,,0,,201.441,200.510,218.386,210.475,233.702,225.316
Elsinore (Stepovers Combined),"134, 90, 180",0,,0,,208.501,201.568,210.045,201.568,224.938,216.932
Skinner Flat 2011 CFM,"306, 90, -135",0,,0,,208.637,196.851,544.356,540.110,563.867,559.673
Almanor 2011 CFM,"162, 90, -135",0,,0,,209.830,191.045,562.277,527.535,581.812,547.118
Sheephole,"318, 90, 180",0,,0,,210.112,209.900,210.112,209.900,229.042,228.889
Blue Cut,"87, 90, 0",0,,0,,211.219,200.424,211.219,200.424,229.906,219.191
Little Salmon (Onshore),"322, 30, 90",0,,0,,213.265,200.090,746.696,735.002,766.388,754.632
Mohawk Valley 2011 CFM,"328, 90, 180",0,,0,,214.768,202.750,460.792,460.763,480.250,480.215
McKinleyville (alt1),"318, 35, 90",0,,0,,215.970,215.636,757.924,757.881,777.650,777.591
Mad River (alt1),"321, 35, 90",0,,0,,216.505,215.955,759.886,759.809,779.607,779.513
Keddie Ridge 2011 CFM,"312, 90, -135",0,,0,,216.750,204.723,539.129,535.825,558.591,555.347
Walker Spring 2011 CFM,"349, 90, -90",0,,0,,218.496,208.601,559.969,555.719,579.457,575.143
Fickle Hill (alt1),"325, 35, 90",0,,0,,221.601,199.065,760.773,734.009,780.490,753.639
North Tahoe 2011 CFM,"17, 50, -90",0,,0,,223.103,223.064,402.229,402.217,421.638,421.596
Incline Village 2011 CFM,"17, 50, -90",0,,0,,223.228,223.206,402.613,402.596,421.976,421.944
Hat Creek-McArthur-Mayfield,"164, 60, -90",0,,0,,227.974,227.847,603.593,602.777,623.133,622.250
Dog Valley,"39, 90, 0",0,,0,,229.264,222.181,442.983,431.711,462.433,451.129
Polaris 2011 CFM,"155, 81, 180",0,,0,,232.085,224.854,429.468,427.804,448.933,447.182
Rocky Ledge 2011 CFM,"175, 60, -90",0,,0,,242.921,242.822,645.398,643.187,664.968,662.670
Honey Lake 2011 CFM,"305, 90, 180",0,,0,,248.112,236.427,494.065,488.116,513.071,507.226
Last Chance,"358, 50, -90",0,,0,,256.680,255.352,451.459,451.437,470.581,470.506
Pittville 2011 CFM,"164, 60, -90",0,,0,,259.291,259.195,634.649,631.491,654.087,650.826
Surprise Valley 2011 CFM,"353, 50, -90",0,,0,,279.902,279.844,616.521,616.512,634.938,634.927
Jess Valley,"352, 50, -90",0,,0,,295.493,295.359,609.659,609.643,628.292,628.262
Goose Lake 2011 CFM,"166, 58, -90",0,,0,,305.018,302.770,684.270,683.723,702.689,702.104
Likely 2011 CFM,"319, 90, 180",0,,0,,306.176,296.388,595.692,591.889,614.471,610.777
Cedar Mtn-Mahogany Mtn,"347, 60, -90",0,,0,,308.784,307.364,719.996,719.977,739.404,739.383
Davis Creek,"170, 50, -90",0,,0,,312.648,311.912,673.272,673.109,691.846,691.656
Fitzhugh Creek,"185, 50, -90",0,,0,,319.134,312.934,638.282,631.599,657.116,650.365
Gillem - Big Crack 2011 CFM,"4, 60, -90",0,,0,,330.428,315.611,718.957,712.580,738.211,731.919
South Klamath Lake West,"337, 60, -90",0,,0,,365.656,363.786,761.232,761.209,780.423,780.393
South Klamath Lake East,"155, 60, -90",0,,0,,366.127,366.018,758.645,758.197,777.849,777.365
