Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Triggered Mean Annual Rate,Triggered 500 Year Prob,Triggered Primary Mean Annual Rate,Long-Term Fault System Solution Rate
114,Sierra Madre,3.7E-4,0.18,2.0E-5,0.01,1.0E-5,6.981212E-4
113,Sierra Madre (San Fernando),1.6E-4,0.078,8.0E-6,0.004,4.0E-6,5.3986383E-4
210,Sierra Nevada  (No Extension),3.56E-4,0.175,9.6E-5,0.047,4.8E-5,4.0537934E-4
664,Silver Creek 2011 CFM,1.3E-4,0.062,4.0E-6,0.002,0.0,1.8382086E-4
115,Simi-Santa Rosa,6.62E-4,0.305,1.6E-5,0.008,1.0E-5,0.0011473736
202,Sisar,1.32E-4,0.066,2.0E-6,0.001,0.0,2.3711003E-4
694,Skinner Flat 2011 CFM,1.22E-4,0.061,0.0,0.0,0.0,2.5074437E-4
63,So Sierra Nevada,3.94E-4,0.189,6.0E-6,0.003,4.0E-6,6.0260686E-4
189,South Cuyama,5.6E-5,0.028,2.0E-6,0.001,0.0,6.6513676E-5
719,South Klamath Lake East,0.001146,0.374,2.8E-5,0.01,2.0E-6,0.0012282651
720,South Klamath Lake West,0.001094,0.359,3.6E-5,0.015,4.0E-6,0.0011343876
98,Superstition Hills,0.002836,0.839,1.86E-4,0.081,6.4E-5,0.0039604204
708,Surprise Valley 2011 CFM,0.00123,0.437,2.0E-6,0.001,0.0,0.002107861
695,Swain Ravine - Spenceville,2.02E-4,0.086,2.0E-5,0.009,1.4E-5,2.920009E-4
15,Table Bluff,5.5E-4,0.26,1.4E-5,0.007,6.0E-6,9.2590105E-4
145,Tank Canyon,0.001976,0.651,2.0E-5,0.009,1.0E-5,0.00251948
174,Thirty Mile Bank,2.0E-4,0.093,6.0E-6,0.003,4.0E-6,3.3981277E-4
887,Tin Mountain,1.02E-4,0.05,4.0E-6,0.002,2.0E-6,2.1308602E-4
886,Towne Pass,2.02E-4,0.093,0.0,0.0,0.0,2.0087369E-4
19,Trinidad (alt1),0.001196,0.493,4.8E-5,0.02,1.4E-5,0.0015741035
117,Ventura-Pitas Point,0.001242,0.483,4.6E-5,0.02,1.6E-5,0.001731294
112,Verdugo,1.88E-4,0.092,8.0E-6,0.004,4.0E-6,2.8139912E-4
696,Walker Spring 2011 CFM,2.74E-4,0.134,0.0,0.0,0.0,5.508658E-4
665,West Napa 2011 CFM,0.001404,0.557,2.4E-5,0.011,8.0E-6,0.001968789
321,West Tahoe,6.3E-4,0.285,2.2E-5,0.01,1.4E-5,0.0010187672
44,White Mountains,0.001118,0.44,1.56E-4,0.072,7.4E-5,0.0018281495
253,White Wolf,4.2E-5,0.021,8.0E-6,0.004,2.0E-6,0.0010455553
254,White Wolf (Extension),1.8E-4,0.09,1.0E-5,0.005,6.0E-6,4.2904294E-4
236,Whittier alt 1,0.00157,0.569,3.4E-5,0.016,1.8E-5,0.0022204905
697,Wight Way 2011 CFM,4.4E-5,0.022,0.0,0.0,0.0,5.4327367E-5
206,Yorba Linda,6.6E-5,0.033,2.0E-6,0.001,2.0E-6,1.0094919E-4
715,Zayante-Vergeles 2011 CFM,3.8E-5,0.019,2.0E-6,0.001,0.0,5.819062E-5
