Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
Great Valley 03 Mysterious Ridge,"157, 20, 90",0,,0,,480.848,480.746,488.687,488.626,510.512,510.457
Bennett Valley 2011 CFM,"330, 90, 180",0,,0,,480.971,475.235,490.224,484.265,511.518,505.675
Honey Lake 2011 CFM,"305, 90, 180",0,,0,,490.148,483.881,491.894,485.929,513.071,507.226
Point Reyes 2011 CFM,"319, 53, 90",0,,0,,490.644,490.566,500.617,500.579,521.407,521.377
Hunting Creek - Bartlett Springs connector 2011,"342, 90, 180",0,,0,,501.821,495.043,510.085,503.093,531.811,524.880
Maacama 2011 CFM,"329, 63, 180",0,,0,,508.001,507.871,516.716,516.661,538.248,538.186
Collayami 2011 CFM,"134, 90, 180",0,,0,,518.460,516.963,526.852,525.106,548.534,546.870
Great Valley 02,"183, 15, 90",0,,0,,525.609,525.547,533.033,532.970,554.943,554.902
Bartlett Springs 2011 CFM,"328, 90, 180",0,,0,,532.683,528.844,540.513,536.435,562.365,558.336
Keddie Ridge 2011 CFM,"312, 90, -135",0,,0,,533.532,529.917,536.882,533.566,558.591,555.347
Skinner Flat 2011 CFM,"306, 90, -135",0,,0,,538.515,533.972,542.100,537.844,563.867,559.673
Great Valley 01,"178, 15, 90",0,,0,,539.573,539.509,546.634,546.570,568.597,568.552
Wight Way 2011 CFM,"263, 69, -90",0,,0,,553.297,549.372,561.682,557.719,583.347,579.421
Walker Spring 2011 CFM,"349, 90, -90",0,,0,,554.241,550.292,557.717,553.479,579.457,575.143
Almanor 2011 CFM,"162, 90, -135",0,,0,,556.303,521.270,560.017,525.265,581.812,547.118
Likely 2011 CFM,"319, 90, 180",0,,0,,592.354,588.261,593.555,589.737,614.471,610.777
Hat Creek-McArthur-Mayfield,"164, 60, -90",0,,0,,597.861,597.112,601.342,600.528,623.133,622.250
Jess Valley,"352, 50, -90",0,,0,,606.798,606.701,607.665,607.531,628.292,628.262
Battle Creek 2011 CFM,"66, 74, 90",0,,0,,609.504,607.716,613.977,612.280,635.857,634.228
Surprise Valley 2011 CFM,"353, 50, -90",0,,0,,614.082,614.039,614.498,614.430,634.938,634.927
Pittville 2011 CFM,"164, 60, -90",0,,0,,629.358,626.414,632.415,629.266,654.087,650.826
San Andreas (Offshore) 2011 CFM,"338, 90, 180",0,,0,,633.171,626.233,641.942,634.840,663.492,656.455
Fitzhugh Creek,"185, 50, -90",0,,0,,634.917,628.281,636.145,629.465,657.116,650.365
Rocky Ledge 2011 CFM,"175, 60, -90",0,,0,,639.488,637.472,643.140,640.936,664.968,662.670
Eaton Roughs 2011 CFM,"330, 90, 180",0,,0,,657.995,654.292,665.065,661.158,687.058,683.167
Davis Creek,"170, 50, -90",0,,0,,670.525,670.314,671.173,671.007,691.846,691.656
Garberville - Briceland 2011 CFM,"315, 90, 180",0,,0,,678.269,677.300,685.666,684.494,707.619,706.473
Goose Lake 2011 CFM,"166, 58, -90",0,,0,,681.866,681.301,682.193,681.645,702.689,702.104
King Range 2011 CFM,"130, 29, 90",0,,0,,703.114,702.876,710.878,710.537,732.737,732.442
Russ 2011 CFM,"305, 71, 135",0,,0,,708.236,707.438,715.435,714.672,737.405,736.649
Gillem - Big Crack 2011 CFM,"4, 60, -90",0,,0,,714.216,707.468,716.811,710.354,738.211,731.919
Cedar Mtn-Mahogany Mtn,"347, 60, -90",0,,0,,714.657,714.600,717.822,717.740,739.404,739.383
Bear River fault zone,"300, 60, 90",0,,0,,735.212,734.652,742.628,742.039,764.562,763.998
Little Salmon (Onshore),"322, 30, 90",0,,0,,737.796,725.695,744.342,732.621,766.388,754.632
Mendocino,"278, 90, 180",0,,0,,740.298,734.163,748.000,742.014,769.901,763.878
Big Lagoon - Bald Mtn 2011 CFM,"336, 35, 90",0,,0,,741.544,741.359,747.722,747.615,769.770,769.645
Trinidad (alt1),"328, 35, 90",0,,0,,747.521,747.364,753.670,753.592,775.718,775.622
McKinleyville (alt1),"318, 35, 90",0,,0,,749.395,749.272,755.601,755.558,777.650,777.591
Mad River (alt1),"321, 35, 90",0,,0,,751.279,751.124,757.557,757.479,779.607,779.513
Fickle Hill (alt1),"325, 35, 90",0,,0,,752.117,724.697,758.439,731.627,780.490,753.639
South Klamath Lake East,"155, 60, -90",0,,0,,754.161,753.695,756.449,756.000,777.849,777.365
South Klamath Lake West,"337, 60, -90",0,,0,,756.730,756.654,759.112,759.009,780.423,780.393
Table Bluff,"295, 45, 90",0,,0,,761.443,761.088,768.496,768.099,790.491,790.108
Little Salmon (Offshore),"308, 30, 90",0,,0,,773.350,772.883,780.296,779.793,802.306,801.812
