Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
San Andreas (North Coast) 2011 CFM,"325, 90, 180",0,,0,,458.110,451.848,490.916,485.010,509.123,503.373
Honey Lake 2011 CFM,"305, 90, 180",0,,0,,458.233,452.131,494.065,488.116,513.071,507.226
Bennett Valley 2011 CFM,"330, 90, 180",0,,0,,458.657,452.398,492.760,486.795,511.518,505.675
Point Reyes 2011 CFM,"319, 53, 90",0,,0,,470.340,470.286,503.177,503.149,521.407,521.377
Hunting Creek - Bartlett Springs connector 2011,"342, 90, 180",0,,0,,477.269,470.066,512.570,505.563,531.811,524.880
Maacama 2011 CFM,"329, 63, 180",0,,0,,484.555,484.454,519.232,519.178,538.248,538.186
Collayami 2011 CFM,"134, 90, 180",0,,0,,494.155,492.157,529.340,527.582,548.534,546.870
Great Valley 02,"183, 15, 90",0,,0,,499.432,499.385,535.434,535.395,554.943,554.902
Keddie Ridge 2011 CFM,"312, 90, -135",0,,0,,502.582,499.196,539.129,535.825,558.591,555.347
Bartlett Springs 2011 CFM,"328, 90, 180",0,,0,,507.258,502.981,542.968,538.872,562.365,558.336
Skinner Flat 2011 CFM,"306, 90, -135",0,,0,,507.741,503.429,544.356,540.110,563.867,559.673
Great Valley 01,"178, 15, 90",0,,0,,512.773,512.724,549.007,548.964,568.597,568.552
Walker Spring 2011 CFM,"349, 90, -90",0,,0,,523.385,519.227,559.969,555.719,579.457,575.143
Almanor 2011 CFM,"162, 90, -135",0,,0,,525.630,490.831,562.277,527.535,581.812,547.118
Wight Way 2011 CFM,"263, 69, -90",0,,0,,528.737,524.969,564.047,560.209,583.347,579.421
Likely 2011 CFM,"319, 90, 180",0,,0,,559.759,555.994,595.692,591.889,614.471,610.777
Hat Creek-McArthur-Mayfield,"164, 60, -90",0,,0,,567.021,566.211,603.593,602.777,623.133,622.250
Jess Valley,"352, 50, -90",0,,0,,573.804,573.683,609.659,609.643,628.292,628.262
Battle Creek 2011 CFM,"66, 74, 90",0,,0,,579.514,577.780,616.107,614.567,635.857,634.228
Surprise Valley 2011 CFM,"353, 50, -90",0,,0,,580.610,580.553,616.521,616.512,634.938,634.927
Pittville 2011 CFM,"164, 60, -90",0,,0,,598.216,595.125,634.649,631.491,654.087,650.826
Fitzhugh Creek,"185, 50, -90",0,,0,,602.350,595.663,638.282,631.599,657.116,650.365
Rocky Ledge 2011 CFM,"175, 60, -90",0,,0,,608.777,606.606,645.398,643.187,664.968,662.670
San Andreas (Offshore) 2011 CFM,"338, 90, 180",0,,0,,609.631,602.341,644.456,637.345,663.492,656.455
Eaton Roughs 2011 CFM,"330, 90, 180",0,,0,,631.184,627.158,667.459,663.535,687.058,683.167
Davis Creek,"170, 50, -90",0,,0,,637.306,637.142,673.272,673.109,691.846,691.656
Goose Lake 2011 CFM,"166, 58, -90",0,,0,,648.312,647.764,684.270,683.723,702.689,702.104
Garberville - Briceland 2011 CFM,"315, 90, 180",0,,0,,652.004,650.692,688.087,686.898,707.619,706.473
King Range 2011 CFM,"130, 29, 90",0,,0,,677.346,677.074,713.231,712.978,732.737,732.442
Russ 2011 CFM,"305, 71, 135",0,,0,,681.529,680.888,717.769,717.079,737.405,736.649
Gillem - Big Crack 2011 CFM,"4, 60, -90",0,,0,,682.735,676.203,718.957,712.580,738.211,731.919
Cedar Mtn-Mahogany Mtn,"347, 60, -90",0,,0,,683.539,683.499,719.996,719.977,739.404,739.383
Bear River fault zone,"300, 60, 90",0,,0,,708.845,708.353,744.969,744.458,764.562,763.998
Little Salmon (Onshore),"322, 30, 90",0,,0,,710.244,698.637,746.696,735.002,766.388,754.632
Big Lagoon - Bald Mtn 2011 CFM,"336, 35, 90",0,,0,,713.458,713.298,750.043,749.935,769.770,769.645
Mendocino,"278, 90, 180",0,,0,,714.550,708.704,750.442,744.468,769.901,763.878
Trinidad (alt1),"328, 35, 90",0,,0,,719.393,719.261,755.988,755.910,775.718,775.622
McKinleyville (alt1),"318, 35, 90",0,,0,,721.346,721.249,757.924,757.881,777.650,777.591
South Klamath Lake East,"155, 60, -90",0,,0,,722.548,722.082,758.645,758.197,777.849,777.365
Mad River (alt1),"321, 35, 90",0,,0,,723.330,723.200,759.886,759.809,779.607,779.513
Fickle Hill (alt1),"325, 35, 90",0,,0,,724.232,697.645,760.773,734.009,780.490,753.639
South Klamath Lake West,"337, 60, -90",0,,0,,725.124,725.069,761.232,761.209,780.423,780.393
Table Bluff,"295, 45, 90",0,,0,,734.496,734.155,770.827,770.488,790.491,790.108
Little Salmon (Offshore),"308, 30, 90",0,,0,,746.239,745.784,782.624,782.173,802.306,801.812
