Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
Great Valley 03 Mysterious Ridge,"157, 20, 90",0,,0,,480.848,480.746,491.137,491.084,510.512,510.457
Bennett Valley 2011 CFM,"330, 90, 180",0,,0,,480.971,475.235,492.760,486.795,511.518,505.675
Honey Lake 2011 CFM,"305, 90, 180",0,,0,,490.148,483.881,494.065,488.116,513.071,507.226
Point Reyes 2011 CFM,"319, 53, 90",0,,0,,490.644,490.566,503.177,503.149,521.407,521.377
Hunting Creek - Bartlett Springs connector 2011,"342, 90, 180",0,,0,,501.821,495.043,512.570,505.563,531.811,524.880
Maacama 2011 CFM,"329, 63, 180",0,,0,,508.001,507.871,519.232,519.178,538.248,538.186
Collayami 2011 CFM,"134, 90, 180",0,,0,,518.460,516.963,529.340,527.582,548.534,546.870
Great Valley 02,"183, 15, 90",0,,0,,525.609,525.547,535.434,535.395,554.943,554.902
Bartlett Springs 2011 CFM,"328, 90, 180",0,,0,,532.683,528.844,542.968,538.872,562.365,558.336
Keddie Ridge 2011 CFM,"312, 90, -135",0,,0,,533.532,529.917,539.129,535.825,558.591,555.347
Skinner Flat 2011 CFM,"306, 90, -135",0,,0,,538.515,533.972,544.356,540.110,563.867,559.673
Great Valley 01,"178, 15, 90",0,,0,,539.573,539.509,549.007,548.964,568.597,568.552
Wight Way 2011 CFM,"263, 69, -90",0,,0,,553.297,549.372,564.047,560.209,583.347,579.421
Walker Spring 2011 CFM,"349, 90, -90",0,,0,,554.241,550.292,559.969,555.719,579.457,575.143
Almanor 2011 CFM,"162, 90, -135",0,,0,,556.303,521.270,562.277,527.535,581.812,547.118
Likely 2011 CFM,"319, 90, 180",0,,0,,592.354,588.261,595.692,591.889,614.471,610.777
Hat Creek-McArthur-Mayfield,"164, 60, -90",0,,0,,597.861,597.112,603.593,602.777,623.133,622.250
Jess Valley,"352, 50, -90",0,,0,,606.798,606.701,609.659,609.643,628.292,628.262
Battle Creek 2011 CFM,"66, 74, 90",0,,0,,609.504,607.716,616.107,614.567,635.857,634.228
Surprise Valley 2011 CFM,"353, 50, -90",0,,0,,614.082,614.039,616.521,616.512,634.938,634.927
Pittville 2011 CFM,"164, 60, -90",0,,0,,629.358,626.414,634.649,631.491,654.087,650.826
San Andreas (Offshore) 2011 CFM,"338, 90, 180",0,,0,,633.171,626.233,644.456,637.345,663.492,656.455
Fitzhugh Creek,"185, 50, -90",0,,0,,634.917,628.281,638.282,631.599,657.116,650.365
Rocky Ledge 2011 CFM,"175, 60, -90",0,,0,,639.488,637.472,645.398,643.187,664.968,662.670
Eaton Roughs 2011 CFM,"330, 90, 180",0,,0,,657.995,654.292,667.459,663.535,687.058,683.167
Davis Creek,"170, 50, -90",0,,0,,670.525,670.314,673.272,673.109,691.846,691.656
Garberville - Briceland 2011 CFM,"315, 90, 180",0,,0,,678.269,677.300,688.087,686.898,707.619,706.473
Goose Lake 2011 CFM,"166, 58, -90",0,,0,,681.866,681.301,684.270,683.723,702.689,702.104
King Range 2011 CFM,"130, 29, 90",0,,0,,703.114,702.876,713.231,712.978,732.737,732.442
Russ 2011 CFM,"305, 71, 135",0,,0,,708.236,707.438,717.769,717.079,737.405,736.649
Gillem - Big Crack 2011 CFM,"4, 60, -90",0,,0,,714.216,707.468,718.957,712.580,738.211,731.919
Cedar Mtn-Mahogany Mtn,"347, 60, -90",0,,0,,714.657,714.600,719.996,719.977,739.404,739.383
Bear River fault zone,"300, 60, 90",0,,0,,735.212,734.652,744.969,744.458,764.562,763.998
Little Salmon (Onshore),"322, 30, 90",0,,0,,737.796,725.695,746.696,735.002,766.388,754.632
Mendocino,"278, 90, 180",0,,0,,740.298,734.163,750.442,744.468,769.901,763.878
Big Lagoon - Bald Mtn 2011 CFM,"336, 35, 90",0,,0,,741.544,741.359,750.043,749.935,769.770,769.645
Trinidad (alt1),"328, 35, 90",0,,0,,747.521,747.364,755.988,755.910,775.718,775.622
McKinleyville (alt1),"318, 35, 90",0,,0,,749.395,749.272,757.924,757.881,777.650,777.591
Mad River (alt1),"321, 35, 90",0,,0,,751.279,751.124,759.886,759.809,779.607,779.513
Fickle Hill (alt1),"325, 35, 90",0,,0,,752.117,724.697,760.773,734.009,780.490,753.639
South Klamath Lake East,"155, 60, -90",0,,0,,754.161,753.695,758.645,758.197,777.849,777.365
South Klamath Lake West,"337, 60, -90",0,,0,,756.730,756.654,761.232,761.209,780.423,780.393
Table Bluff,"295, 45, 90",0,,0,,761.443,761.088,770.827,770.488,790.491,790.108
Little Salmon (Offshore),"308, 30, 90",0,,0,,773.350,772.883,782.624,782.173,802.306,801.812
