Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
Great Valley 03 Mysterious Ridge,"157, 20, 90",0,,0,,480.848,480.746,490.567,490.514,510.419,510.302
Bennett Valley 2011 CFM,"330, 90, 180",0,,0,,480.971,475.235,492.175,486.212,511.341,505.462
Honey Lake 2011 CFM,"305, 90, 180",0,,0,,490.148,483.881,493.624,487.667,513.231,507.323
Point Reyes 2011 CFM,"319, 53, 90",0,,0,,490.644,490.566,502.588,502.559,521.201,521.110
Hunting Creek - Bartlett Springs connector 2011,"342, 90, 180",0,,0,,501.821,495.043,511.995,504.991,531.661,524.718
Maacama 2011 CFM,"329, 63, 180",0,,0,,508.001,507.871,518.651,518.597,538.074,537.985
Collayami 2011 CFM,"134, 90, 180",0,,0,,518.460,516.963,528.764,527.009,548.399,546.703
Great Valley 02,"183, 15, 90",0,,0,,525.609,525.547,534.871,534.831,554.901,554.770
Bartlett Springs 2011 CFM,"328, 90, 180",0,,0,,532.683,528.844,542.399,538.307,562.218,558.196
Keddie Ridge 2011 CFM,"312, 90, -135",0,,0,,533.532,529.917,538.647,535.336,558.681,555.381
Skinner Flat 2011 CFM,"306, 90, -135",0,,0,,538.515,533.972,543.869,539.616,563.947,559.698
Great Valley 01,"178, 15, 90",0,,0,,539.573,539.509,548.450,548.407,568.570,568.438
Wight Way 2011 CFM,"263, 69, -90",0,,0,,553.297,549.372,563.472,559.633,583.366,579.243
Walker Spring 2011 CFM,"349, 90, -90",0,,0,,554.241,550.292,559.484,555.242,579.540,575.196
Almanor 2011 CFM,"162, 90, -135",0,,0,,556.303,521.270,561.787,527.038,581.886,547.137
Likely 2011 CFM,"319, 90, 180",0,,0,,592.354,588.261,595.267,591.457,614.650,610.899
Hat Creek-McArthur-Mayfield,"164, 60, -90",0,,0,,597.861,597.112,603.109,602.294,623.355,622.295
Jess Valley,"352, 50, -90",0,,0,,606.798,606.701,609.245,609.229,628.446,628.409
Battle Creek 2011 CFM,"66, 74, 90",0,,0,,609.504,607.716,615.629,614.058,635.753,634.225
Surprise Valley 2011 CFM,"353, 50, -90",0,,0,,614.082,614.039,616.120,616.111,635.158,635.091
Pittville 2011 CFM,"164, 60, -90",0,,0,,629.358,626.414,634.175,631.022,654.318,650.893
San Andreas (Offshore) 2011 CFM,"338, 90, 180",0,,0,,633.171,626.233,643.876,636.766,663.320,656.264
Fitzhugh Creek,"185, 50, -90",0,,0,,634.917,628.281,637.857,631.175,657.419,650.499
Rocky Ledge 2011 CFM,"175, 60, -90",0,,0,,639.488,637.472,644.910,642.703,665.173,662.713
Eaton Roughs 2011 CFM,"330, 90, 180",0,,0,,657.995,654.292,666.902,662.981,686.948,683.064
Davis Creek,"170, 50, -90",0,,0,,670.525,670.314,672.864,672.699,692.164,691.810
Garberville - Briceland 2011 CFM,"315, 90, 180",0,,0,,678.269,677.300,687.525,686.339,707.490,706.354
Goose Lake 2011 CFM,"166, 58, -90",0,,0,,681.866,681.301,683.871,683.324,703.017,702.272
King Range 2011 CFM,"130, 29, 90",0,,0,,703.114,702.876,712.664,712.411,732.747,732.300
Russ 2011 CFM,"305, 71, 135",0,,0,,708.236,707.438,717.211,716.519,737.441,736.527
Gillem - Big Crack 2011 CFM,"4, 60, -90",0,,0,,714.216,707.468,718.496,712.110,738.325,731.986
Cedar Mtn-Mahogany Mtn,"347, 60, -90",0,,0,,714.657,714.600,719.520,719.501,739.498,739.441
Bear River fault zone,"300, 60, 90",0,,0,,735.212,734.652,744.408,743.896,764.583,763.869
Little Salmon (Onshore),"322, 30, 90",0,,0,,737.796,725.695,746.148,734.448,766.291,754.526
Mendocino,"278, 90, 180",0,,0,,740.298,734.163,749.875,743.899,769.789,763.726
Big Lagoon - Bald Mtn 2011 CFM,"336, 35, 90",0,,0,,741.544,741.359,749.501,749.393,769.691,769.571
Trinidad (alt1),"328, 35, 90",0,,0,,747.521,747.364,755.447,755.368,775.640,775.550
McKinleyville (alt1),"318, 35, 90",0,,0,,749.395,749.272,757.382,757.339,777.569,777.516
Mad River (alt1),"321, 35, 90",0,,0,,751.279,751.124,759.343,759.265,779.523,779.434
Fickle Hill (alt1),"325, 35, 90",0,,0,,752.117,724.697,760.229,733.455,780.404,753.533
South Klamath Lake East,"155, 60, -90",0,,0,,754.161,753.695,758.191,757.743,778.086,777.456
South Klamath Lake West,"337, 60, -90",0,,0,,756.730,756.654,760.777,760.754,780.529,780.482
Table Bluff,"295, 45, 90",0,,0,,761.443,761.088,770.271,769.932,790.524,789.998
Little Salmon (Offshore),"308, 30, 90",0,,0,,773.350,772.883,782.070,781.618,802.341,801.707
