Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Triggered Mean Annual Rate,Triggered 500 Year Prob,Triggered Primary Mean Annual Rate,Long-Term Fault System Solution Rate
114,Sierra Madre,3.42E-4,0.16,8.0E-6,0.004,4.0E-6,6.981212E-4
113,Sierra Madre (San Fernando),1.56E-4,0.075,1.0E-5,0.004,6.0E-6,5.3986383E-4
210,Sierra Nevada  (No Extension),3.32E-4,0.158,7.8E-5,0.039,3.2E-5,4.0537934E-4
664,Silver Creek 2011 CFM,1.12E-4,0.054,4.0E-6,0.002,2.0E-6,1.8382086E-4
115,Simi-Santa Rosa,6.66E-4,0.308,1.0E-5,0.004,4.0E-6,0.0011473736
202,Sisar,1.26E-4,0.062,8.0E-6,0.004,0.0,2.3711003E-4
694,Skinner Flat 2011 CFM,1.28E-4,0.064,0.0,0.0,0.0,2.5074437E-4
63,So Sierra Nevada,3.8E-4,0.184,1.4E-5,0.007,8.0E-6,6.0260686E-4
189,South Cuyama,3.8E-5,0.018,0.0,0.0,0.0,6.6513676E-5
719,South Klamath Lake East,0.001126,0.366,8.0E-6,0.004,0.0,0.0012282651
720,South Klamath Lake West,0.001092,0.365,1.8E-5,0.009,8.0E-6,0.0011343876
98,Superstition Hills,0.002786,0.84,1.32E-4,0.057,3.4E-5,0.0039604204
708,Surprise Valley 2011 CFM,0.00119,0.428,2.0E-6,0.001,0.0,0.002107861
695,Swain Ravine - Spenceville,1.82E-4,0.087,1.2E-5,0.006,6.0E-6,2.920009E-4
15,Table Bluff,5.76E-4,0.266,1.8E-5,0.009,8.0E-6,9.2590105E-4
145,Tank Canyon,0.002006,0.654,3.6E-5,0.014,6.0E-6,0.00251948
174,Thirty Mile Bank,2.28E-4,0.111,8.0E-6,0.004,2.0E-6,3.3981277E-4
887,Tin Mountain,1.24E-4,0.058,8.0E-6,0.004,4.0E-6,2.1308602E-4
886,Towne Pass,1.84E-4,0.09,0.0,0.0,0.0,2.0087369E-4
19,Trinidad (alt1),0.001154,0.48,4.8E-5,0.022,2.6E-5,0.0015741035
117,Ventura-Pitas Point,0.001228,0.487,5.0E-5,0.024,1.0E-5,0.001731294
112,Verdugo,1.48E-4,0.073,6.0E-6,0.003,2.0E-6,2.8139912E-4
696,Walker Spring 2011 CFM,2.78E-4,0.133,0.0,0.0,0.0,5.508658E-4
665,West Napa 2011 CFM,0.001346,0.535,3.6E-5,0.016,4.0E-6,0.001968789
321,West Tahoe,6.06E-4,0.279,1.4E-5,0.007,6.0E-6,0.0010187672
44,White Mountains,0.001116,0.42,1.42E-4,0.066,5.8E-5,0.0018281495
253,White Wolf,5.4E-5,0.027,2.0E-6,0.001,0.0,0.0010455553
254,White Wolf (Extension),1.64E-4,0.082,2.0E-6,0.001,0.0,4.2904294E-4
236,Whittier alt 1,0.001446,0.536,3.6E-5,0.016,1.2E-5,0.0022204905
697,Wight Way 2011 CFM,4.4E-5,0.021,0.0,0.0,0.0,5.4327367E-5
206,Yorba Linda,7.8E-5,0.038,6.0E-6,0.003,0.0,1.0094919E-4
715,Zayante-Vergeles 2011 CFM,4.8E-5,0.024,6.0E-6,0.003,0.0,5.819062E-5
