Section Name,"Strike, Dip, Rake",# Hypos In Poly,Max Mag w/ Hypo In Poly,# Surfs In Poly,Max Mag w/ Surf In Poly,Min Dist To Any (km),Min Poly Dist To Any (km),Min Dist To Largest (km),Min Poly Dist To Largest (km),Min Hypo Dist To Largest (km),Min Hypo Poly Dist To Largest (km)
Honey Lake 2011 CFM,"305, 90, 180",0,,0,,466.624,461.619,493.624,487.667,513.274,507.365
San Andreas (North Coast) 2011 CFM,"325, 90, 180",0,,0,,468.757,462.600,490.326,484.422,508.902,503.129
Bennett Valley 2011 CFM,"330, 90, 180",0,,0,,469.556,463.336,492.175,486.212,511.357,505.478
Point Reyes 2011 CFM,"319, 53, 90",0,,0,,481.020,480.956,502.588,502.559,521.212,521.122
Hunting Creek - Bartlett Springs connector 2011,"342, 90, 180",0,,0,,488.306,481.115,511.995,504.991,531.681,524.739
Maacama 2011 CFM,"329, 63, 180",0,,0,,495.501,495.434,518.651,518.597,538.093,538.003
Collayami 2011 CFM,"134, 90, 180",0,,0,,505.183,503.203,528.764,527.009,548.419,546.724
Great Valley 02,"183, 15, 90",0,,0,,510.488,510.449,534.871,534.831,554.926,554.795
Keddie Ridge 2011 CFM,"312, 90, -135",0,,0,,513.011,509.704,538.647,535.336,558.720,555.419
Skinner Flat 2011 CFM,"306, 90, -135",0,,0,,518.233,513.994,543.869,539.616,563.985,559.735
Bartlett Springs 2011 CFM,"328, 90, 180",0,,0,,518.320,514.046,542.399,538.307,562.241,558.220
Great Valley 01,"178, 15, 90",0,,0,,523.820,523.778,548.450,548.407,568.596,568.464
Walker Spring 2011 CFM,"349, 90, -90",0,,0,,533.846,529.601,559.484,555.242,579.579,575.235
Almanor 2011 CFM,"162, 90, -135",0,,0,,536.154,501.426,561.787,527.038,581.924,547.174
Wight Way 2011 CFM,"263, 69, -90",0,,0,,539.810,536.002,563.472,559.633,583.387,579.263
Likely 2011 CFM,"319, 90, 180",0,,0,,566.215,563.223,595.267,591.457,614.695,610.943
Hat Creek-McArthur-Mayfield,"164, 60, -90",0,,0,,577.512,576.654,603.109,602.294,623.394,622.334
Jess Valley,"352, 50, -90",0,,0,,579.164,579.066,609.245,609.229,628.492,628.455
Surprise Valley 2011 CFM,"353, 50, -90",0,,0,,584.735,584.693,616.120,616.111,635.205,635.138
Battle Creek 2011 CFM,"66, 74, 90",0,,0,,590.155,588.501,615.629,614.058,635.789,634.261
Pittville 2011 CFM,"164, 60, -90",0,,0,,608.561,605.378,634.175,631.022,654.359,650.934
Fitzhugh Creek,"185, 50, -90",0,,0,,608.760,601.958,637.857,631.175,657.464,650.544
Rocky Ledge 2011 CFM,"175, 60, -90",0,,0,,619.311,617.061,644.910,642.703,665.211,662.752
San Andreas (Offshore) 2011 CFM,"338, 90, 180",0,,0,,620.628,613.356,643.876,636.766,663.338,656.283
Davis Creek,"170, 50, -90",0,,0,,642.015,641.966,672.864,672.699,692.210,691.856
Eaton Roughs 2011 CFM,"330, 90, 180",0,,0,,642.241,638.203,666.902,662.981,686.974,683.091
Goose Lake 2011 CFM,"166, 58, -90",0,,0,,652.106,651.596,683.871,683.324,703.064,702.319
Garberville - Briceland 2011 CFM,"315, 90, 180",0,,0,,663.073,661.754,687.525,686.339,707.515,706.379
King Range 2011 CFM,"130, 29, 90",0,,0,,688.444,688.145,712.664,712.411,732.770,732.324
Russ 2011 CFM,"305, 71, 135",0,,0,,692.615,691.952,717.211,716.519,737.467,736.553
Gillem - Big Crack 2011 CFM,"4, 60, -90",0,,0,,692.868,686.464,718.496,712.110,738.367,732.027
Cedar Mtn-Mahogany Mtn,"347, 60, -90",0,,0,,693.876,693.850,719.520,719.501,739.538,739.481
Bear River fault zone,"300, 60, 90",0,,0,,719.939,719.423,744.408,743.896,764.608,763.894
Little Salmon (Onshore),"322, 30, 90",0,,0,,721.240,709.686,746.148,734.448,766.319,754.553
Big Lagoon - Bald Mtn 2011 CFM,"336, 35, 90",0,,0,,724.416,724.287,749.501,749.393,769.720,769.601
Mendocino,"278, 90, 180",0,,0,,725.624,719.773,749.875,743.899,769.812,763.749
Trinidad (alt1),"328, 35, 90",0,,0,,730.348,730.247,755.447,755.368,775.669,775.580
South Klamath Lake East,"155, 60, -90",0,,0,,731.917,731.509,758.191,757.743,778.128,777.499
McKinleyville (alt1),"318, 35, 90",0,,0,,732.307,732.242,757.382,757.339,777.599,777.545
Mad River (alt1),"321, 35, 90",0,,0,,734.300,734.201,759.343,759.265,779.552,779.464
South Klamath Lake West,"337, 60, -90",0,,0,,734.743,734.668,760.777,760.754,780.572,780.524
Fickle Hill (alt1),"325, 35, 90",0,,0,,735.207,708.695,760.229,733.455,780.433,753.560
Table Bluff,"295, 45, 90",0,,0,,745.576,745.211,770.271,769.932,790.551,790.024
Little Salmon (Offshore),"308, 30, 90",0,,0,,757.312,756.835,782.070,781.618,802.369,801.734
